id_nota,id_aluno,disciplina,periodo,nota
NOT00000479,ALU00080,Geografia,3º Bimestre,9.2
NOT00000480,ALU00080,Inglês,4º Bimestre,8.0
NOT00000481,ALU00081,Português,2º Bimestre,6.6
NOT00000482,ALU00081,Matemática,1º Bimestre,6.8
NOT00000483,ALU00081,Ciências,3º Bimestre,5.7
NOT00000484,ALU00081,História,1º Bimestre,6.5
NOT00000485,ALU00081,Geografia,1º Bimestre,6.6
NOT00000486,ALU00081,Inglês,2º Bimestre,7.2
NOT00000487,ALU00082,Português,3º Bimestre,7.0
NOT00000488,ALU00082,Matemática,4º Bimestre,9.0
NOT00000489,ALU00082,Ciências,1º Bimestre,7.4
NOT00000490,ALU00082,História,1º Bimestre,9.4
NOT00000491,ALU00082,Geografia,3º Bimestre,8.0
NOT00000492,ALU00082,Inglês,3º Bimestre,9.3
NOT00000493,ALU00083,Português,1º Bimestre,7.7
NOT00000494,ALU00083,Matemática,2º Bimestre,6.3
NOT00000495,ALU00083,Ciências,2º Bimestre,7.9
NOT00000496,ALU00083,História,4º Bimestre,7.1
NOT00000497,ALU00083,Geografia,3º Bimestre,5.7
NOT00000498,ALU00083,Inglês,2º Bimestre,5.6
NOT00000499,ALU00084,Português,3º Bimestre,7.5
NOT00000500,ALU00084,Matemática,2º Bimestre,9.7
NOT00000501,ALU00084,Ciências,4º Bimestre,9.8
NOT00000502,ALU00084,História,3º Bimestre,8.9
NOT00000503,ALU00084,Geografia,1º Bimestre,8.3
NOT00000504,ALU00084,Inglês,3º Bimestre,7.6
NOT00000505,ALU00085,Português,2º Bimestre,9.0
NOT00000506,ALU00085,Matemática,4º Bimestre,8.1
NOT00000507,ALU00085,Ciências,1º Bimestre,8.1
NOT00000508,ALU00085,História,3º Bimestre,8.8
NOT00000509,ALU00085,Geografia,3º Bimestre,7.6
NOT00000510,ALU00085,Inglês,2º Bimestre,7.8
NOT00000511,ALU00086,Português,2º Bimestre,6.6
NOT00000512,ALU00086,Matemática,2º Bimestre,7.1
NOT00000513,ALU00086,Ciências,1º Bimestre,8.1
NOT00000514,ALU00086,História,2º Bimestre,5.6
NOT00000515,ALU00086,Geografia,1º Bimestre,8.8
NOT00000516,ALU00086,Inglês,1º Bimestre,8.5
NOT00000517,ALU00087,Português,4º Bimestre,9.3
NOT00000518,ALU00087,Matemática,1º Bimestre,7.3
NOT00000519,ALU00087,Ciências,4º Bimestre,9.8
NOT00000520,ALU00087,História,1º Bimestre,8.0
NOT00000521,ALU00087,Geografia,1º Bimestre,9.2
NOT00000522,ALU00087,Inglês,4º Bimestre,7.1
NOT00000523,ALU00088,Português,2º Bimestre,9.6
NOT00000524,ALU00088,Matemática,1º Bimestre,7.6
NOT00000525,ALU00088,Ciências,3º Bimestre,9.3
NOT00000526,ALU00088,História,1º Bimestre,8.3
NOT00000527,ALU00088,Geografia,4º Bimestre,8.6
NOT00000528,ALU00088,Inglês,3º Bimestre,9.4
NOT00000529,ALU00089,Português,4º Bimestre,7.2
NOT00000530,ALU00089,Matemática,3º Bimestre,6.1
NOT00000531,ALU00089,Ciências,4º Bimestre,7.5
NOT00000532,ALU00089,História,1º Bimestre,7.2
NOT00000533,ALU00089,Geografia,3º Bimestre,9.3
NOT00000534,ALU00089,Inglês,2º Bimestre,8.0
NOT00000535,ALU00090,Português,1º Bimestre,8.7
NOT00000536,ALU00090,Matemática,1º Bimestre,6.8
NOT00000537,ALU00090,Ciências,2º Bimestre,9.3
NOT00000538,ALU00090,História,1º Bimestre,6.1
NOT00000539,ALU00090,Geografia,2º Bimestre,6.4
NOT00000540,ALU00090,Inglês,1º Bimestre,7.4
NOT00000541,ALU00091,Português,4º Bimestre,5.6
NOT00000542,ALU00091,Matemática,2º Bimestre,6.5
NOT00000543,ALU00091,Ciências,1º Bimestre,6.1
NOT00000544,ALU00091,História,2º Bimestre,8.2
NOT00000545,ALU00091,Geografia,1º Bimestre,6.8
NOT00000546,ALU00091,Inglês,3º Bimestre,5.6
NOT00000547,ALU00092,Português,2º Bimestre,8.5
NOT00000548,ALU00092,Matemática,1º Bimestre,8.1
NOT00000549,ALU00092,Ciências,1º Bimestre,9.6
NOT00000550,ALU00092,História,4º Bimestre,5.6
NOT00000551,ALU00092,Geografia,4º Bimestre,7.1
NOT00000552,ALU00092,Inglês,2º Bimestre,9.2
NOT00000553,ALU00093,Português,3º Bimestre,6.4
NOT00000554,ALU00093,Matemática,4º Bimestre,8.6
NOT00000555,ALU00093,Ciências,3º Bimestre,9.4
NOT00000556,ALU00093,História,4º Bimestre,9.8
NOT00000557,ALU00093,Geografia,2º Bimestre,6.1
NOT00000558,ALU00093,Inglês,4º Bimestre,6.5
NOT00000559,ALU00094,Português,1º Bimestre,9.5
NOT00000560,ALU00094,Matemática,4º Bimestre,8.3
NOT00000561,ALU00094,Ciências,2º Bimestre,7.6
NOT00000562,ALU00094,História,2º Bimestre,8.7
NOT00000563,ALU00094,Geografia,4º Bimestre,6.9
NOT00000564,ALU00094,Inglês,2º Bimestre,7.2
NOT00000565,ALU00095,Português,4º Bimestre,8.6
NOT00000566,ALU00095,Matemática,3º Bimestre,7.7
NOT00000567,ALU00095,Ciências,4º Bimestre,6.8
NOT00000568,ALU00095,História,3º Bimestre,8.6
NOT00000569,ALU00095,Geografia,2º Bimestre,8.1
NOT00000570,ALU00095,Inglês,4º Bimestre,9.6
NOT00000571,ALU00096,Português,3º Bimestre,9.2
NOT00000572,ALU00096,Matemática,2º Bimestre,9.6
NOT00000573,ALU00096,Ciências,1º Bimestre,6.7
NOT00000574,ALU00096,História,2º Bimestre,9.5
NOT00000575,ALU00096,Geografia,3º Bimestre,9.8
NOT00000576,ALU00096,Inglês,2º Bimestre,9.0
NOT00000577,ALU00097,Português,3º Bimestre,5.9
NOT00000578,ALU00097,Matemática,4º Bimestre,5.7
NOT00000579,ALU00097,Ciências,2º Bimestre,6.5
NOT00000580,ALU00097,História,2º Bimestre,5.7
NOT00000581,ALU00097,Geografia,1º Bimestre,9.4
NOT00000582,ALU00097,Inglês,1º Bimestre,8.5
NOT00000583,ALU00098,Português,3º Bimestre,6.7
NOT00000584,ALU00098,Matemática,3º Bimestre,7.2
NOT00000585,ALU00098,Ciências,3º Bimestre,7.7
NOT00000586,ALU00098,História,4º Bimestre,5.7
NOT00000587,ALU00098,Geografia,4º Bimestre,9.2
NOT00000588,ALU00098,Inglês,3º Bimestre,9.7
NOT00000589,ALU00099,Português,4º Bimestre,6.7
NOT00000590,ALU00099,Matemática,3º Bimestre,6.7
NOT00000591,ALU00099,Ciências,3º Bimestre,6.5
NOT00000592,ALU00099,História,1º Bimestre,5.8
NOT00000593,ALU00099,Geografia,4º Bimestre,8.1
NOT00000594,ALU00099,Inglês,1º Bimestre,8.2
NOT00000595,ALU00100,Português,4º Bimestre,8.6
NOT00000596,ALU00100,Matemática,3º Bimestre,6.9
NOT00000597,ALU00100,Ciências,1º Bimestre,9.3
NOT00000598,ALU00100,História,3º Bimestre,9.4
NOT00000599,ALU00100,Geografia,1º Bimestre,9.2
NOT00000600,ALU00100,Inglês,2º Bimestre,6.4
NOT00000601,ALU00101,Português,2º Bimestre,8.7
NOT00000602,ALU00101,Matemática,3º Bimestre,9.1
NOT00000603,ALU00101,Ciências,1º Bimestre,7.4
NOT00000604,ALU00101,História,1º Bimestre,6.2
NOT00000605,ALU00101,Geografia,3º Bimestre,8.1
NOT00000606,ALU00101,Inglês,1º Bimestre,7.4
NOT00000607,ALU00102,Português,1º Bimestre,6.3
NOT00000608,ALU00102,Matemática,3º Bimestre,6.4
NOT00000609,ALU00102,Ciências,1º Bimestre,9.1
NOT00000610,ALU00102,História,2º Bimestre,8.3
NOT00000611,ALU00102,Geografia,4º Bimestre,9.2
NOT00000612,ALU00102,Inglês,1º Bimestre,6.0
NOT00000613,ALU00103,Português,3º Bimestre,6.6
NOT00000614,ALU00103,Matemática,4º Bimestre,6.7
NOT00000615,ALU00103,Ciências,4º Bimestre,6.3
NOT00000616,ALU00103,História,4º Bimestre,6.6
NOT00000617,ALU00103,Geografia,3º Bimestre,6.8
NOT00000618,ALU00103,Inglês,2º Bimestre,5.5
NOT00000619,ALU00104,Português,4º Bimestre,6.5
NOT00000620,ALU00104,Matemática,1º Bimestre,7.5
NOT00000621,ALU00104,Ciências,3º Bimestre,6.8
NOT00000622,ALU00104,História,4º Bimestre,6.2
NOT00000623,ALU00104,Geografia,1º Bimestre,7.6
NOT00000624,ALU00104,Inglês,2º Bimestre,8.8
NOT00000625,ALU00105,Português,4º Bimestre,6.5
NOT00000626,ALU00105,Matemática,4º Bimestre,6.3
NOT00000627,ALU00105,Ciências,2º Bimestre,7.6
NOT00000628,ALU00105,História,3º Bimestre,8.0
NOT00000629,ALU00105,Geografia,2º Bimestre,8.0
NOT00000630,ALU00105,Inglês,3º Bimestre,5.7
NOT00000631,ALU00106,Português,2º Bimestre,6.0
NOT00000632,ALU00106,Matemática,4º Bimestre,7.0
NOT00000633,ALU00106,Ciências,1º Bimestre,7.4
NOT00000634,ALU00106,História,3º Bimestre,7.1
NOT00000635,ALU00106,Geografia,2º Bimestre,9.0
NOT00000636,ALU00106,Inglês,4º Bimestre,6.4
NOT00000637,ALU00107,Português,2º Bimestre,6.7
NOT00000638,ALU00107,Matemática,3º Bimestre,9.4
NOT00000639,ALU00107,Ciências,3º Bimestre,7.0
NOT00000640,ALU00107,História,4º Bimestre,8.2
NOT00000641,ALU00107,Geografia,3º Bimestre,7.9
NOT00000642,ALU00107,Inglês,4º Bimestre,9.5
NOT00000643,ALU00108,Português,4º Bimestre,9.2
NOT00000644,ALU00108,Matemática,1º Bimestre,8.8
NOT00000645,ALU00108,Ciências,4º Bimestre,7.2
NOT00000646,ALU00108,História,4º Bimestre,8.6
NOT00000647,ALU00108,Geografia,1º Bimestre,8.9
NOT00000648,ALU00108,Inglês,1º Bimestre,8.7
NOT00000649,ALU00109,Português,4º Bimestre,8.3
NOT00000650,ALU00109,Matemática,4º Bimestre,7.6
NOT00000651,ALU00109,Ciências,2º Bimestre,6.2
NOT00000652,ALU00109,História,3º Bimestre,9.3
NOT00000653,ALU00109,Geografia,1º Bimestre,6.8
NOT00000654,ALU00109,Inglês,3º Bimestre,6.3
NOT00000655,ALU00110,Português,1º Bimestre,8.4
NOT00000656,ALU00110,Matemática,1º Bimestre,8.6
NOT00000657,ALU00110,Ciências,4º Bimestre,7.4
NOT00000658,ALU00110,História,4º Bimestre,6.4
NOT00000659,ALU00110,Geografia,1º Bimestre,9.2
NOT00000660,ALU00110,Inglês,2º Bimestre,6.0
NOT00000661,ALU00111,Português,2º Bimestre,9.1
NOT00000662,ALU00111,Matemática,3º Bimestre,7.0
NOT00000663,ALU00111,Ciências,2º Bimestre,9.7
NOT00000664,ALU00111,História,4º Bimestre,6.8
NOT00000665,ALU00111,Geografia,3º Bimestre,7.3
NOT00000666,ALU00111,Inglês,1º Bimestre,7.9
NOT00000667,ALU00112,Português,4º Bimestre,9.0
NOT00000668,ALU00112,Matemática,4º Bimestre,6.8
NOT00000669,ALU00112,Ciências,3º Bimestre,9.5
NOT00000670,ALU00112,História,2º Bimestre,9.1
NOT00000671,ALU00112,Geografia,1º Bimestre,9.7
NOT00000672,ALU00112,Inglês,2º Bimestre,5.8
NOT00000673,ALU00113,Português,2º Bimestre,7.0
NOT00000674,ALU00113,Matemática,1º Bimestre,5.5
NOT00000675,ALU00113,Ciências,3º Bimestre,6.6
NOT00000676,ALU00113,História,1º Bimestre,7.9
NOT00000677,ALU00113,Geografia,4º Bimestre,6.7
NOT00000678,ALU00113,Inglês,4º Bimestre,9.1
NOT00000679,ALU00114,Português,1º Bimestre,8.4
NOT00000680,ALU00114,Matemática,4º Bimestre,8.4
NOT00000681,ALU00114,Ciências,2º Bimestre,8.1
NOT00000682,ALU00114,História,1º Bimestre,7.8
NOT00000683,ALU00114,Geografia,4º Bimestre,8.4
NOT00000684,ALU00114,Inglês,2º Bimestre,6.2
NOT00000685,ALU00115,Português,2º Bimestre,7.6
NOT00000686,ALU00115,Matemática,2º Bimestre,6.3
NOT00000687,ALU00115,Ciências,1º Bimestre,8.6
NOT00000688,ALU00115,História,2º Bimestre,8.2
NOT00000689,ALU00115,Geografia,3º Bimestre,5.6
NOT00000690,ALU00115,Inglês,4º Bimestre,8.8
NOT00000691,ALU00116,Português,1º Bimestre,7.5
NOT00000692,ALU00116,Matemática,2º Bimestre,6.8
NOT00000693,ALU00116,Ciências,1º Bimestre,9.1
NOT00000694,ALU00116,História,2º Bimestre,7.2
NOT00000695,ALU00116,Geografia,4º Bimestre,9.2
NOT00000696,ALU00116,Inglês,3º Bimestre,6.1
NOT00000697,ALU00117,Português,4º Bimestre,8.6
NOT00000698,ALU00117,Matemática,2º Bimestre,6.4
NOT00000699,ALU00117,Ciências,3º Bimestre,6.4
NOT00000700,ALU00117,História,2º Bimestre,7.9
NOT00000701,ALU00117,Geografia,3º Bimestre,8.0
NOT00000702,ALU00117,Inglês,3º Bimestre,6.6
NOT00000703,ALU00118,Português,4º Bimestre,9.5
NOT00000704,ALU00118,Matemática,4º Bimestre,5.7
NOT00000705,ALU00118,Ciências,2º Bimestre,6.2
NOT00000706,ALU00118,História,2º Bimestre,9.7
NOT00000707,ALU00118,Geografia,3º Bimestre,6.5
NOT00000708,ALU00118,Inglês,4º Bimestre,6.2
NOT00000709,ALU00119,Português,4º Bimestre,6.4
NOT00000710,ALU00119,Matemática,3º Bimestre,8.5
NOT00000711,ALU00119,Ciências,4º Bimestre,5.6
NOT00000712,ALU00119,História,4º Bimestre,6.7
NOT00000713,ALU00119,Geografia,2º Bimestre,6.0
NOT00000714,ALU00119,Inglês,4º Bimestre,8.5
NOT00000715,ALU00120,Português,1º Bimestre,6.5
NOT00000716,ALU00120,Matemática,2º Bimestre,7.2
NOT00000717,ALU00120,Ciências,3º Bimestre,6.6
NOT00000718,ALU00120,História,1º Bimestre,7.3
NOT00000719,ALU00120,Geografia,3º Bimestre,5.9
NOT00000720,ALU00120,Inglês,2º Bimestre,8.6
NOT00000721,ALU00121,Português,2º Bimestre,5.8
NOT00000722,ALU00121,Matemática,3º Bimestre,7.5
NOT00000723,ALU00121,Ciências,4º Bimestre,6.2
NOT00000724,ALU00121,História,1º Bimestre,9.0
NOT00000725,ALU00121,Geografia,3º Bimestre,9.7
NOT00000726,ALU00121,Inglês,1º Bimestre,9.7
NOT00000727,ALU00122,Português,1º Bimestre,7.1
NOT00000728,ALU00122,Matemática,2º Bimestre,6.4
NOT00000729,ALU00122,Ciências,1º Bimestre,6.5
NOT00000730,ALU00122,História,2º Bimestre,8.5
NOT00000731,ALU00122,Geografia,2º Bimestre,5.7
NOT00000732,ALU00122,Inglês,3º Bimestre,7.4
NOT00000733,ALU00123,Português,2º Bimestre,8.1
NOT00000734,ALU00123,Matemática,2º Bimestre,8.7
NOT00000735,ALU00123,Ciências,4º Bimestre,8.8
NOT00000736,ALU00123,História,2º Bimestre,9.7
NOT00000737,ALU00123,Geografia,4º Bimestre,6.7
NOT00000738,ALU00123,Inglês,1º Bimestre,5.6
NOT00000739,ALU00124,Português,2º Bimestre,7.2
NOT00000740,ALU00124,Matemática,2º Bimestre,7.2
NOT00000741,ALU00124,Ciências,4º Bimestre,8.6
NOT00000742,ALU00124,História,3º Bimestre,8.6
NOT00000743,ALU00124,Geografia,2º Bimestre,8.5
NOT00000744,ALU00124,Inglês,1º Bimestre,6.7
NOT00000745,ALU00125,Português,2º Bimestre,5.9
NOT00000746,ALU00125,Matemática,3º Bimestre,7.8
NOT00000747,ALU00125,Ciências,4º Bimestre,9.0
NOT00000748,ALU00125,História,3º Bimestre,9.6
NOT00000749,ALU00125,Geografia,4º Bimestre,6.4
NOT00000750,ALU00125,Inglês,2º Bimestre,8.0
NOT00000751,ALU00126,Português,1º Bimestre,8.4
NOT00000752,ALU00126,Matemática,1º Bimestre,8.9
NOT00000753,ALU00126,Ciências,4º Bimestre,5.8
NOT00000754,ALU00126,História,4º Bimestre,5.5
NOT00000755,ALU00126,Geografia,4º Bimestre,9.2
NOT00000756,ALU00126,Inglês,3º Bimestre,6.7
NOT00000757,ALU00127,Português,3º Bimestre,8.0
NOT00000758,ALU00127,Matemática,1º Bimestre,5.8
NOT00000759,ALU00127,Ciências,2º Bimestre,7.0
NOT00000760,ALU00127,História,4º Bimestre,8.3
NOT00000761,ALU00127,Geografia,3º Bimestre,8.9
NOT00000762,ALU00127,Inglês,3º Bimestre,5.6
NOT00000763,ALU00128,Português,4º Bimestre,5.5
NOT00000764,ALU00128,Matemática,2º Bimestre,6.5
NOT00000765,ALU00128,Ciências,1º Bimestre,6.6
NOT00000766,ALU00128,História,1º Bimestre,6.8
NOT00000767,ALU00128,Geografia,3º Bimestre,7.7
NOT00000768,ALU00128,Inglês,3º Bimestre,7.0
NOT00000769,ALU00129,Português,4º Bimestre,6.8
NOT00000770,ALU00129,Matemática,3º Bimestre,6.5
NOT00000771,ALU00129,Ciências,1º Bimestre,8.3
NOT00000772,ALU00129,História,3º Bimestre,6.4
NOT00000773,ALU00129,Geografia,1º Bimestre,6.6
NOT00000774,ALU00129,Inglês,3º Bimestre,8.6
NOT00000775,ALU00130,Português,1º Bimestre,9.3
NOT00000776,ALU00130,Matemática,4º Bimestre,7.0
NOT00000777,ALU00130,Ciências,4º Bimestre,9.6
NOT00000778,ALU00130,História,3º Bimestre,8.5
NOT00000779,ALU00130,Geografia,1º Bimestre,6.6
NOT00000780,ALU00130,Inglês,3º Bimestre,6.4
NOT00000781,ALU00131,Português,3º Bimestre,7.1
NOT00000782,ALU00131,Matemática,2º Bimestre,8.6
NOT00000783,ALU00131,Ciências,2º Bimestre,8.6
NOT00000784,ALU00131,História,2º Bimestre,7.7
NOT00000785,ALU00131,Geografia,4º Bimestre,8.0
NOT00000786,ALU00131,Inglês,1º Bimestre,7.5
NOT00000787,ALU00132,Português,4º Bimestre,6.9
NOT00000788,ALU00132,Matemática,2º Bimestre,8.6
NOT00000789,ALU00132,Ciências,3º Bimestre,6.2
NOT00000790,ALU00132,História,3º Bimestre,9.0
NOT00000791,ALU00132,Geografia,3º Bimestre,8.6
NOT00000792,ALU00132,Inglês,1º Bimestre,8.3
NOT00000793,ALU00133,Português,1º Bimestre,7.4
NOT00000794,ALU00133,Matemática,3º Bimestre,6.6
NOT00000795,ALU00133,Ciências,1º Bimestre,8.4
NOT00000796,ALU00133,História,4º Bimestre,5.7
NOT00000797,ALU00133,Geografia,1º Bimestre,8.5
NOT00000798,ALU00133,Inglês,3º Bimestre,8.5
NOT00000799,ALU00134,Português,1º Bimestre,6.0
NOT00000800,ALU00134,Matemática,2º Bimestre,8.3
NOT00000801,ALU00134,Ciências,2º Bimestre,6.1
NOT00000802,ALU00134,História,3º Bimestre,9.4
NOT00000803,ALU00134,Geografia,2º Bimestre,8.0
NOT00000804,ALU00134,Inglês,1º Bimestre,6.8
NOT00000805,ALU00135,Português,2º Bimestre,7.2
NOT00000806,ALU00135,Matemática,4º Bimestre,8.4
NOT00000807,ALU00135,Ciências,4º Bimestre,8.3
NOT00000808,ALU00135,História,2º Bimestre,6.1
NOT00000809,ALU00135,Geografia,4º Bimestre,6.8
NOT00000810,ALU00135,Inglês,4º Bimestre,5.7
NOT00000811,ALU00136,Português,3º Bimestre,7.7
NOT00000812,ALU00136,Matemática,1º Bimestre,8.9
NOT00000813,ALU00136,Ciências,3º Bimestre,7.5
NOT00000814,ALU00136,História,3º Bimestre,7.8
NOT00000815,ALU00136,Geografia,3º Bimestre,9.8
NOT00000816,ALU00136,Inglês,2º Bimestre,8.5
NOT00000817,ALU00137,Português,1º Bimestre,9.6
NOT00000818,ALU00137,Matemática,1º Bimestre,6.4
NOT00000819,ALU00137,Ciências,3º Bimestre,5.9
NOT00000820,ALU00137,História,3º Bimestre,9.0
NOT00000821,ALU00137,Geografia,4º Bimestre,8.9
NOT00000822,ALU00137,Inglês,2º Bimestre,8.8
NOT00000823,ALU00138,Português,1º Bimestre,8.3
NOT00000824,ALU00138,Matemática,1º Bimestre,7.6
NOT00000825,ALU00138,Ciências,2º Bimestre,9.0
NOT00000826,ALU00138,História,2º Bimestre,7.7
NOT00000827,ALU00138,Geografia,3º Bimestre,6.8
NOT00000828,ALU00138,Inglês,2º Bimestre,8.8
NOT00000829,ALU00139,Português,2º Bimestre,6.4
NOT00000830,ALU00139,Matemática,2º Bimestre,6.5
NOT00000831,ALU00139,Ciências,2º Bimestre,6.7
NOT00000832,ALU00139,História,4º Bimestre,8.9
NOT00000833,ALU00139,Geografia,3º Bimestre,8.0
NOT00000834,ALU00139,Inglês,4º Bimestre,5.5
NOT00000835,ALU00140,Português,1º Bimestre,6.6
NOT00000836,ALU00140,Matemática,2º Bimestre,6.4
NOT00000837,ALU00140,Ciências,1º Bimestre,8.1
NOT00000838,ALU00140,História,1º Bimestre,7.0
NOT00000839,ALU00140,Geografia,1º Bimestre,6.2
NOT00000840,ALU00140,Inglês,2º Bimestre,9.7
NOT00000841,ALU00141,Português,4º Bimestre,5.9
NOT00000842,ALU00141,Matemática,2º Bimestre,7.5
NOT00000843,ALU00141,Ciências,4º Bimestre,6.6
NOT00000844,ALU00141,História,4º Bimestre,6.9
NOT00000845,ALU00141,Geografia,3º Bimestre,5.5
NOT00000846,ALU00141,Inglês,2º Bimestre,6.4
NOT00000847,ALU00142,Português,2º Bimestre,8.0
NOT00000848,ALU00142,Matemática,4º Bimestre,9.2
NOT00000849,ALU00142,Ciências,4º Bimestre,7.1
NOT00000850,ALU00142,História,1º Bimestre,7.1
NOT00000851,ALU00142,Geografia,1º Bimestre,8.2
NOT00000852,ALU00142,Inglês,2º Bimestre,9.0
NOT00000853,ALU00143,Português,4º Bimestre,8.5
NOT00000854,ALU00143,Matemática,3º Bimestre,9.2
NOT00000855,ALU00143,Ciências,2º Bimestre,9.2
NOT00000856,ALU00143,História,1º Bimestre,6.4
NOT00000857,ALU00143,Geografia,3º Bimestre,5.7
NOT00000858,ALU00143,Inglês,2º Bimestre,6.9
NOT00000859,ALU00144,Português,2º Bimestre,7.8
NOT00000860,ALU00144,Matemática,1º Bimestre,9.4
NOT00000861,ALU00144,Ciências,3º Bimestre,8.6
NOT00000862,ALU00144,História,1º Bimestre,5.9
NOT00000863,ALU00144,Geografia,4º Bimestre,9.4
NOT00000864,ALU00144,Inglês,1º Bimestre,8.9
NOT00000865,ALU00145,Português,1º Bimestre,6.0
NOT00000866,ALU00145,Matemática,1º Bimestre,8.8
NOT00000867,ALU00145,Ciências,2º Bimestre,5.8
NOT00000868,ALU00145,História,1º Bimestre,6.8
NOT00000869,ALU00145,Geografia,3º Bimestre,6.7
NOT00000870,ALU00145,Inglês,2º Bimestre,8.4
NOT00000871,ALU00146,Português,4º Bimestre,5.7
NOT00000872,ALU00146,Matemática,1º Bimestre,5.6
NOT00000873,ALU00146,Ciências,2º Bimestre,8.4
NOT00000874,ALU00146,História,1º Bimestre,5.5
NOT00000875,ALU00146,Geografia,3º Bimestre,6.8
NOT00000876,ALU00146,Inglês,2º Bimestre,7.6
NOT00000877,ALU00147,Português,4º Bimestre,6.1
NOT00000878,ALU00147,Matemática,4º Bimestre,8.7
NOT00000879,ALU00147,Ciências,1º Bimestre,6.1
NOT00000880,ALU00147,História,2º Bimestre,6.9
NOT00000881,ALU00147,Geografia,3º Bimestre,8.8
NOT00000882,ALU00147,Inglês,3º Bimestre,9.0
NOT00000883,ALU00148,Português,4º Bimestre,8.8
NOT00000884,ALU00148,Matemática,1º Bimestre,9.0
NOT00000885,ALU00148,Ciências,1º Bimestre,8.6
NOT00000886,ALU00148,História,1º Bimestre,6.2
NOT00000887,ALU00148,Geografia,3º Bimestre,7.1
NOT00000888,ALU00148,Inglês,1º Bimestre,9.7
NOT00000889,ALU00149,Português,1º Bimestre,8.2
NOT00000890,ALU00149,Matemática,3º Bimestre,7.8
NOT00000891,ALU00149,Ciências,4º Bimestre,6.2
NOT00000892,ALU00149,História,3º Bimestre,6.0
NOT00000893,ALU00149,Geografia,4º Bimestre,8.1
NOT00000894,ALU00149,Inglês,4º Bimestre,8.4
NOT00000895,ALU00150,Português,1º Bimestre,7.0
NOT00000896,ALU00150,Matemática,4º Bimestre,9.3
NOT00000897,ALU00150,Ciências,2º Bimestre,9.5
NOT00000898,ALU00150,História,2º Bimestre,8.0
NOT00000899,ALU00150,Geografia,3º Bimestre,9.3
NOT00000900,ALU00150,Inglês,4º Bimestre,6.5
NOT00000901,ALU00151,Português,4º Bimestre,6.5
NOT00000902,ALU00151,Matemática,2º Bimestre,8.5
NOT00000903,ALU00151,Ciências,2º Bimestre,8.8
NOT00000904,ALU00151,História,1º Bimestre,7.3
NOT00000905,ALU00151,Geografia,3º Bimestre,6.8
NOT00000906,ALU00151,Inglês,1º Bimestre,5.8
NOT00000907,ALU00152,Português,2º Bimestre,7.0
NOT00000908,ALU00152,Matemática,3º Bimestre,9.2
NOT00000909,ALU00152,Ciências,1º Bimestre,5.9
NOT00000910,ALU00152,História,3º Bimestre,8.9
NOT00000911,ALU00152,Geografia,4º Bimestre,9.6
NOT00000912,ALU00152,Inglês,2º Bimestre,8.8
NOT00000913,ALU00153,Português,3º Bimestre,8.3
NOT00000914,ALU00153,Matemática,4º Bimestre,7.9
NOT00000915,ALU00153,Ciências,1º Bimestre,7.1
NOT00000916,ALU00153,História,3º Bimestre,5.8
NOT00000917,ALU00153,Geografia,2º Bimestre,6.0
NOT00000918,ALU00153,Inglês,3º Bimestre,6.9
NOT00000919,ALU00154,Português,3º Bimestre,7.9
NOT00000920,ALU00154,Matemática,1º Bimestre,7.4
NOT00000921,ALU00154,Ciências,1º Bimestre,8.5
NOT00000922,ALU00154,História,4º Bimestre,8.7
NOT00000923,ALU00154,Geografia,3º Bimestre,9.5
NOT00000924,ALU00154,Inglês,2º Bimestre,8.8
NOT00000925,ALU00155,Português,1º Bimestre,9.6
NOT00000926,ALU00155,Matemática,4º Bimestre,6.0
NOT00000927,ALU00155,Ciências,2º Bimestre,8.6
NOT00000928,ALU00155,História,3º Bimestre,6.3
NOT00000929,ALU00155,Geografia,1º Bimestre,7.5
NOT00000930,ALU00155,Inglês,1º Bimestre,9.1
NOT00000931,ALU00156,Português,4º Bimestre,6.2
NOT00000932,ALU00156,Matemática,4º Bimestre,7.5
NOT00000933,ALU00156,Ciências,3º Bimestre,7.1
NOT00000934,ALU00156,História,3º Bimestre,7.7
