id_frequencia,id_aluno,competencia,percentual_frequencia
FREQ00000558,ALU00047,2026-06-01,98.62
FREQ00000559,ALU00047,2026-07-01,96.22
FREQ00000560,ALU00047,2026-08-01,97.76
FREQ00000561,ALU00047,2026-09-01,98.22
FREQ00000562,ALU00047,2026-10-01,90.25
FREQ00000563,ALU00047,2026-11-01,98.32
FREQ00000564,ALU00047,2026-12-01,93.68
FREQ00000565,ALU00048,2026-01-01,89.0
FREQ00000566,ALU00048,2026-02-01,91.56
FREQ00000567,ALU00048,2026-03-01,95.18
FREQ00000568,ALU00048,2026-04-01,89.74
FREQ00000569,ALU00048,2026-05-01,91.52
FREQ00000570,ALU00048,2026-06-01,87.75
FREQ00000571,ALU00048,2026-07-01,92.07
FREQ00000572,ALU00048,2026-08-01,88.96
FREQ00000573,ALU00048,2026-09-01,89.09
FREQ00000574,ALU00048,2026-10-01,93.93
FREQ00000575,ALU00048,2026-11-01,91.5
FREQ00000576,ALU00048,2026-12-01,91.77
FREQ00000577,ALU00049,2026-01-01,98.19
FREQ00000578,ALU00049,2026-02-01,92.46
FREQ00000579,ALU00049,2026-03-01,89.25
FREQ00000580,ALU00049,2026-04-01,91.66
FREQ00000581,ALU00049,2026-05-01,98.61
FREQ00000582,ALU00049,2026-06-01,95.19
FREQ00000583,ALU00049,2026-07-01,87.01
FREQ00000584,ALU00049,2026-08-01,91.46
FREQ00000585,ALU00049,2026-09-01,89.68
FREQ00000586,ALU00049,2026-10-01,90.33
FREQ00000587,ALU00049,2026-11-01,90.57
FREQ00000588,ALU00049,2026-12-01,96.69
FREQ00000589,ALU00050,2026-01-01,88.06
FREQ00000590,ALU00050,2026-02-01,87.5
FREQ00000591,ALU00050,2026-03-01,90.16
FREQ00000592,ALU00050,2026-04-01,92.84
FREQ00000593,ALU00050,2026-05-01,95.53
FREQ00000594,ALU00050,2026-06-01,92.05
FREQ00000595,ALU00050,2026-07-01,98.87
FREQ00000596,ALU00050,2026-08-01,89.76
FREQ00000597,ALU00050,2026-09-01,88.76
FREQ00000598,ALU00050,2026-10-01,88.21
FREQ00000599,ALU00050,2026-11-01,87.53
FREQ00000600,ALU00050,2026-12-01,94.31
FREQ00000601,ALU00051,2026-01-01,97.42
FREQ00000602,ALU00051,2026-02-01,91.19
FREQ00000603,ALU00051,2026-03-01,91.93
FREQ00000604,ALU00051,2026-04-01,88.22
FREQ00000605,ALU00051,2026-05-01,92.59
FREQ00000606,ALU00051,2026-06-01,92.12
FREQ00000607,ALU00051,2026-07-01,89.41
FREQ00000608,ALU00051,2026-08-01,92.05
FREQ00000609,ALU00051,2026-09-01,92.54
FREQ00000610,ALU00051,2026-10-01,97.36
FREQ00000611,ALU00051,2026-11-01,90.37
FREQ00000612,ALU00051,2026-12-01,92.99
FREQ00000613,ALU00052,2026-01-01,94.96
FREQ00000614,ALU00052,2026-02-01,90.12
FREQ00000615,ALU00052,2026-03-01,97.92
FREQ00000616,ALU00052,2026-04-01,95.08
FREQ00000617,ALU00052,2026-05-01,96.33
FREQ00000618,ALU00052,2026-06-01,93.18
FREQ00000619,ALU00052,2026-07-01,95.56
FREQ00000620,ALU00052,2026-08-01,94.41
FREQ00000621,ALU00052,2026-09-01,87.22
FREQ00000622,ALU00052,2026-10-01,96.81
FREQ00000623,ALU00052,2026-11-01,97.57
FREQ00000624,ALU00052,2026-12-01,97.24
FREQ00000625,ALU00053,2026-01-01,92.85
FREQ00000626,ALU00053,2026-02-01,89.78
FREQ00000627,ALU00053,2026-03-01,91.1
FREQ00000628,ALU00053,2026-04-01,98.3
FREQ00000629,ALU00053,2026-05-01,94.45
FREQ00000630,ALU00053,2026-06-01,89.79
FREQ00000631,ALU00053,2026-07-01,89.48
FREQ00000632,ALU00053,2026-08-01,88.17
FREQ00000633,ALU00053,2026-09-01,94.38
FREQ00000634,ALU00053,2026-10-01,92.66
FREQ00000635,ALU00053,2026-11-01,88.92
FREQ00000636,ALU00053,2026-12-01,94.52
FREQ00000637,ALU00054,2026-01-01,91.68
FREQ00000638,ALU00054,2026-02-01,97.22
FREQ00000639,ALU00054,2026-03-01,97.38
FREQ00000640,ALU00054,2026-04-01,97.98
FREQ00000641,ALU00054,2026-05-01,97.57
FREQ00000642,ALU00054,2026-06-01,92.36
FREQ00000643,ALU00054,2026-07-01,92.62
FREQ00000644,ALU00054,2026-08-01,91.82
FREQ00000645,ALU00054,2026-09-01,91.5
FREQ00000646,ALU00054,2026-10-01,96.14
FREQ00000647,ALU00054,2026-11-01,98.32
FREQ00000648,ALU00054,2026-12-01,90.05
FREQ00000649,ALU00055,2026-01-01,88.56
FREQ00000650,ALU00055,2026-02-01,93.53
FREQ00000651,ALU00055,2026-03-01,98.27
FREQ00000652,ALU00055,2026-04-01,93.78
FREQ00000653,ALU00055,2026-05-01,97.88
FREQ00000654,ALU00055,2026-06-01,95.07
FREQ00000655,ALU00055,2026-07-01,87.35
FREQ00000656,ALU00055,2026-08-01,90.19
FREQ00000657,ALU00055,2026-09-01,97.22
FREQ00000658,ALU00055,2026-10-01,90.15
FREQ00000659,ALU00055,2026-11-01,92.51
FREQ00000660,ALU00055,2026-12-01,95.79
FREQ00000661,ALU00056,2026-01-01,97.49
FREQ00000662,ALU00056,2026-02-01,92.17
FREQ00000663,ALU00056,2026-03-01,90.24
FREQ00000664,ALU00056,2026-04-01,90.8
FREQ00000665,ALU00056,2026-05-01,92.1
FREQ00000666,ALU00056,2026-06-01,95.2
FREQ00000667,ALU00056,2026-07-01,88.83
FREQ00000668,ALU00056,2026-08-01,93.12
FREQ00000669,ALU00056,2026-09-01,92.68
FREQ00000670,ALU00056,2026-10-01,97.56
FREQ00000671,ALU00056,2026-11-01,98.85
FREQ00000672,ALU00056,2026-12-01,98.13
FREQ00000673,ALU00057,2026-01-01,93.8
FREQ00000674,ALU00057,2026-02-01,92.46
FREQ00000675,ALU00057,2026-03-01,94.51
FREQ00000676,ALU00057,2026-04-01,91.38
FREQ00000677,ALU00057,2026-05-01,89.24
FREQ00000678,ALU00057,2026-06-01,98.7
FREQ00000679,ALU00057,2026-07-01,89.27
FREQ00000680,ALU00057,2026-08-01,92.93
FREQ00000681,ALU00057,2026-09-01,92.02
FREQ00000682,ALU00057,2026-10-01,93.36
FREQ00000683,ALU00057,2026-11-01,98.4
FREQ00000684,ALU00057,2026-12-01,90.6
FREQ00000685,ALU00058,2026-01-01,87.26
FREQ00000686,ALU00058,2026-02-01,88.49
FREQ00000687,ALU00058,2026-03-01,94.03
FREQ00000688,ALU00058,2026-04-01,88.32
FREQ00000689,ALU00058,2026-05-01,88.37
FREQ00000690,ALU00058,2026-06-01,92.72
FREQ00000691,ALU00058,2026-07-01,91.09
FREQ00000692,ALU00058,2026-08-01,92.91
FREQ00000693,ALU00058,2026-09-01,97.94
FREQ00000694,ALU00058,2026-10-01,90.1
FREQ00000695,ALU00058,2026-11-01,93.49
FREQ00000696,ALU00058,2026-12-01,98.79
FREQ00000697,ALU00059,2026-01-01,93.52
FREQ00000698,ALU00059,2026-02-01,90.89
FREQ00000699,ALU00059,2026-03-01,96.52
FREQ00000700,ALU00059,2026-04-01,88.25
FREQ00000701,ALU00059,2026-05-01,91.64
FREQ00000702,ALU00059,2026-06-01,88.37
FREQ00000703,ALU00059,2026-07-01,97.37
FREQ00000704,ALU00059,2026-08-01,89.94
FREQ00000705,ALU00059,2026-09-01,95.44
FREQ00000706,ALU00059,2026-10-01,89.89
FREQ00000707,ALU00059,2026-11-01,93.74
FREQ00000708,ALU00059,2026-12-01,89.32
FREQ00000709,ALU00060,2026-01-01,89.13
FREQ00000710,ALU00060,2026-02-01,90.24
FREQ00000711,ALU00060,2026-03-01,90.98
FREQ00000712,ALU00060,2026-04-01,97.74
FREQ00000713,ALU00060,2026-05-01,90.15
FREQ00000714,ALU00060,2026-06-01,90.55
FREQ00000715,ALU00060,2026-07-01,96.59
FREQ00000716,ALU00060,2026-08-01,89.51
FREQ00000717,ALU00060,2026-09-01,93.86
FREQ00000718,ALU00060,2026-10-01,89.62
FREQ00000719,ALU00060,2026-11-01,91.17
FREQ00000720,ALU00060,2026-12-01,93.44
FREQ00000721,ALU00061,2026-01-01,93.45
FREQ00000722,ALU00061,2026-02-01,87.03
FREQ00000723,ALU00061,2026-03-01,98.75
FREQ00000724,ALU00061,2026-04-01,98.94
FREQ00000725,ALU00061,2026-05-01,92.73
FREQ00000726,ALU00061,2026-06-01,95.61
FREQ00000727,ALU00061,2026-07-01,88.84
FREQ00000728,ALU00061,2026-08-01,88.02
FREQ00000729,ALU00061,2026-09-01,95.46
FREQ00000730,ALU00061,2026-10-01,87.15
FREQ00000731,ALU00061,2026-11-01,93.95
FREQ00000732,ALU00061,2026-12-01,98.92
FREQ00000733,ALU00062,2026-01-01,89.45
FREQ00000734,ALU00062,2026-02-01,98.72
FREQ00000735,ALU00062,2026-03-01,95.72
FREQ00000736,ALU00062,2026-04-01,88.42
FREQ00000737,ALU00062,2026-05-01,90.06
FREQ00000738,ALU00062,2026-06-01,89.7
FREQ00000739,ALU00062,2026-07-01,96.37
FREQ00000740,ALU00062,2026-08-01,92.6
FREQ00000741,ALU00062,2026-09-01,87.15
FREQ00000742,ALU00062,2026-10-01,95.87
FREQ00000743,ALU00062,2026-11-01,88.13
FREQ00000744,ALU00062,2026-12-01,98.81
FREQ00000745,ALU00063,2026-01-01,87.15
FREQ00000746,ALU00063,2026-02-01,91.54
FREQ00000747,ALU00063,2026-03-01,92.94
FREQ00000748,ALU00063,2026-04-01,96.24
FREQ00000749,ALU00063,2026-05-01,93.15
FREQ00000750,ALU00063,2026-06-01,89.72
FREQ00000751,ALU00063,2026-07-01,91.93
FREQ00000752,ALU00063,2026-08-01,89.76
FREQ00000753,ALU00063,2026-09-01,90.39
FREQ00000754,ALU00063,2026-10-01,92.6
FREQ00000755,ALU00063,2026-11-01,96.55
FREQ00000756,ALU00063,2026-12-01,90.0
FREQ00000757,ALU00064,2026-01-01,88.13
FREQ00000758,ALU00064,2026-02-01,89.43
FREQ00000759,ALU00064,2026-03-01,97.15
FREQ00000760,ALU00064,2026-04-01,89.19
FREQ00000761,ALU00064,2026-05-01,90.84
FREQ00000762,ALU00064,2026-06-01,93.79
FREQ00000763,ALU00064,2026-07-01,91.79
FREQ00000764,ALU00064,2026-08-01,98.95
FREQ00000765,ALU00064,2026-09-01,89.09
FREQ00000766,ALU00064,2026-10-01,97.52
FREQ00000767,ALU00064,2026-11-01,89.6
FREQ00000768,ALU00064,2026-12-01,91.64
FREQ00000769,ALU00065,2026-01-01,91.44
FREQ00000770,ALU00065,2026-02-01,93.32
FREQ00000771,ALU00065,2026-03-01,89.66
FREQ00000772,ALU00065,2026-04-01,96.55
FREQ00000773,ALU00065,2026-05-01,98.79
FREQ00000774,ALU00065,2026-06-01,91.75
FREQ00000775,ALU00065,2026-07-01,91.66
FREQ00000776,ALU00065,2026-08-01,92.65
FREQ00000777,ALU00065,2026-09-01,89.03
FREQ00000778,ALU00065,2026-10-01,98.46
FREQ00000779,ALU00065,2026-11-01,95.82
FREQ00000780,ALU00065,2026-12-01,94.38
FREQ00000781,ALU00066,2026-01-01,92.55
FREQ00000782,ALU00066,2026-02-01,90.17
FREQ00000783,ALU00066,2026-03-01,88.73
FREQ00000784,ALU00066,2026-04-01,88.77
FREQ00000785,ALU00066,2026-05-01,97.81
FREQ00000786,ALU00066,2026-06-01,95.65
FREQ00000787,ALU00066,2026-07-01,93.1
FREQ00000788,ALU00066,2026-08-01,97.52
FREQ00000789,ALU00066,2026-09-01,93.31
FREQ00000790,ALU00066,2026-10-01,92.53
FREQ00000791,ALU00066,2026-11-01,97.93
FREQ00000792,ALU00066,2026-12-01,98.69
FREQ00000793,ALU00067,2026-01-01,91.43
FREQ00000794,ALU00067,2026-02-01,88.77
FREQ00000795,ALU00067,2026-03-01,89.45
FREQ00000796,ALU00067,2026-04-01,87.21
FREQ00000797,ALU00067,2026-05-01,92.07
FREQ00000798,ALU00067,2026-06-01,88.18
FREQ00000799,ALU00067,2026-07-01,96.99
FREQ00000800,ALU00067,2026-08-01,98.16
FREQ00000801,ALU00067,2026-09-01,97.85
FREQ00000802,ALU00067,2026-10-01,95.45
FREQ00000803,ALU00067,2026-11-01,93.89
FREQ00000804,ALU00067,2026-12-01,94.68
FREQ00000805,ALU00068,2026-01-01,92.85
FREQ00000806,ALU00068,2026-02-01,90.76
FREQ00000807,ALU00068,2026-03-01,87.31
FREQ00000808,ALU00068,2026-04-01,91.23
FREQ00000809,ALU00068,2026-05-01,88.58
FREQ00000810,ALU00068,2026-06-01,93.46
FREQ00000811,ALU00068,2026-07-01,90.23
FREQ00000812,ALU00068,2026-08-01,97.84
FREQ00000813,ALU00068,2026-09-01,89.7
FREQ00000814,ALU00068,2026-10-01,98.61
FREQ00000815,ALU00068,2026-11-01,94.8
FREQ00000816,ALU00068,2026-12-01,89.24
FREQ00000817,ALU00069,2026-01-01,90.11
FREQ00000818,ALU00069,2026-02-01,88.3
FREQ00000819,ALU00069,2026-03-01,98.51
FREQ00000820,ALU00069,2026-04-01,93.5
FREQ00000821,ALU00069,2026-05-01,94.98
FREQ00000822,ALU00069,2026-06-01,93.45
FREQ00000823,ALU00069,2026-07-01,95.15
FREQ00000824,ALU00069,2026-08-01,91.89
FREQ00000825,ALU00069,2026-09-01,91.91
FREQ00000826,ALU00069,2026-10-01,87.28
FREQ00000827,ALU00069,2026-11-01,96.01
FREQ00000828,ALU00069,2026-12-01,94.12
FREQ00000829,ALU00070,2026-01-01,98.22
FREQ00000830,ALU00070,2026-02-01,90.39
FREQ00000831,ALU00070,2026-03-01,96.21
FREQ00000832,ALU00070,2026-04-01,96.56
FREQ00000833,ALU00070,2026-05-01,94.06
FREQ00000834,ALU00070,2026-06-01,96.12
FREQ00000835,ALU00070,2026-07-01,98.72
FREQ00000836,ALU00070,2026-08-01,95.0
FREQ00000837,ALU00070,2026-09-01,97.47
FREQ00000838,ALU00070,2026-10-01,93.63
FREQ00000839,ALU00070,2026-11-01,98.87
FREQ00000840,ALU00070,2026-12-01,89.39
FREQ00000841,ALU00071,2026-01-01,89.02
FREQ00000842,ALU00071,2026-02-01,98.14
FREQ00000843,ALU00071,2026-03-01,95.84
FREQ00000844,ALU00071,2026-04-01,94.57
FREQ00000845,ALU00071,2026-05-01,93.49
FREQ00000846,ALU00071,2026-06-01,93.74
FREQ00000847,ALU00071,2026-07-01,91.14
FREQ00000848,ALU00071,2026-08-01,96.01
FREQ00000849,ALU00071,2026-09-01,93.33
FREQ00000850,ALU00071,2026-10-01,90.07
FREQ00000851,ALU00071,2026-11-01,93.73
FREQ00000852,ALU00071,2026-12-01,98.52
FREQ00000853,ALU00072,2026-01-01,97.03
FREQ00000854,ALU00072,2026-02-01,88.46
FREQ00000855,ALU00072,2026-03-01,92.83
FREQ00000856,ALU00072,2026-04-01,96.56
FREQ00000857,ALU00072,2026-05-01,98.16
FREQ00000858,ALU00072,2026-06-01,96.83
FREQ00000859,ALU00072,2026-07-01,95.36
FREQ00000860,ALU00072,2026-08-01,92.08
FREQ00000861,ALU00072,2026-09-01,93.97
FREQ00000862,ALU00072,2026-10-01,90.38
FREQ00000863,ALU00072,2026-11-01,90.82
FREQ00000864,ALU00072,2026-12-01,96.93
FREQ00000865,ALU00073,2026-01-01,91.57
FREQ00000866,ALU00073,2026-02-01,87.59
FREQ00000867,ALU00073,2026-03-01,87.23
FREQ00000868,ALU00073,2026-04-01,90.56
FREQ00000869,ALU00073,2026-05-01,91.13
FREQ00000870,ALU00073,2026-06-01,88.56
FREQ00000871,ALU00073,2026-07-01,92.42
FREQ00000872,ALU00073,2026-08-01,87.36
FREQ00000873,ALU00073,2026-09-01,94.19
FREQ00000874,ALU00073,2026-10-01,91.49
FREQ00000875,ALU00073,2026-11-01,97.81
FREQ00000876,ALU00073,2026-12-01,95.76
FREQ00000877,ALU00074,2026-01-01,91.12
FREQ00000878,ALU00074,2026-02-01,89.39
FREQ00000879,ALU00074,2026-03-01,90.08
FREQ00000880,ALU00074,2026-04-01,88.48
FREQ00000881,ALU00074,2026-05-01,90.27
FREQ00000882,ALU00074,2026-06-01,98.08
FREQ00000883,ALU00074,2026-07-01,92.21
FREQ00000884,ALU00074,2026-08-01,89.07
FREQ00000885,ALU00074,2026-09-01,90.22
FREQ00000886,ALU00074,2026-10-01,93.48
FREQ00000887,ALU00074,2026-11-01,94.8
FREQ00000888,ALU00074,2026-12-01,90.46
FREQ00000889,ALU00075,2026-01-01,91.57
FREQ00000890,ALU00075,2026-02-01,94.32
FREQ00000891,ALU00075,2026-03-01,95.2
FREQ00000892,ALU00075,2026-04-01,98.35
FREQ00000893,ALU00075,2026-05-01,89.66
FREQ00000894,ALU00075,2026-06-01,98.0
FREQ00000895,ALU00075,2026-07-01,98.91
FREQ00000896,ALU00075,2026-08-01,94.55
FREQ00000897,ALU00075,2026-09-01,89.57
FREQ00000898,ALU00075,2026-10-01,88.42
FREQ00000899,ALU00075,2026-11-01,89.82
FREQ00000900,ALU00075,2026-12-01,93.02
FREQ00000901,ALU00076,2026-01-01,89.97
FREQ00000902,ALU00076,2026-02-01,87.43
FREQ00000903,ALU00076,2026-03-01,89.24
FREQ00000904,ALU00076,2026-04-01,87.57
FREQ00000905,ALU00076,2026-05-01,98.59
FREQ00000906,ALU00076,2026-06-01,92.84
FREQ00000907,ALU00076,2026-07-01,96.11
FREQ00000908,ALU00076,2026-08-01,97.6
FREQ00000909,ALU00076,2026-09-01,98.47
FREQ00000910,ALU00076,2026-10-01,97.91
FREQ00000911,ALU00076,2026-11-01,92.78
FREQ00000912,ALU00076,2026-12-01,94.24
FREQ00000913,ALU00077,2026-01-01,92.83
FREQ00000914,ALU00077,2026-02-01,89.45
FREQ00000915,ALU00077,2026-03-01,93.48
FREQ00000916,ALU00077,2026-04-01,94.29
FREQ00000917,ALU00077,2026-05-01,91.83
FREQ00000918,ALU00077,2026-06-01,97.94
FREQ00000919,ALU00077,2026-07-01,96.33
FREQ00000920,ALU00077,2026-08-01,96.08
FREQ00000921,ALU00077,2026-09-01,91.01
FREQ00000922,ALU00077,2026-10-01,96.55
FREQ00000923,ALU00077,2026-11-01,93.23
FREQ00000924,ALU00077,2026-12-01,87.44
FREQ00000925,ALU00078,2026-01-01,91.39
FREQ00000926,ALU00078,2026-02-01,90.71
FREQ00000927,ALU00078,2026-03-01,88.9
FREQ00000928,ALU00078,2026-04-01,94.07
FREQ00000929,ALU00078,2026-05-01,94.88
FREQ00000930,ALU00078,2026-06-01,94.0
FREQ00000931,ALU00078,2026-07-01,93.59
FREQ00000932,ALU00078,2026-08-01,93.4
FREQ00000933,ALU00078,2026-09-01,96.78
FREQ00000934,ALU00078,2026-10-01,88.43
FREQ00000935,ALU00078,2026-11-01,90.08
FREQ00000936,ALU00078,2026-12-01,92.82
FREQ00000937,ALU00079,2026-01-01,87.17
FREQ00000938,ALU00079,2026-02-01,92.35
FREQ00000939,ALU00079,2026-03-01,98.37
FREQ00000940,ALU00079,2026-04-01,95.08
FREQ00000941,ALU00079,2026-05-01,98.53
FREQ00000942,ALU00079,2026-06-01,95.25
FREQ00000943,ALU00079,2026-07-01,90.68
FREQ00000944,ALU00079,2026-08-01,88.83
FREQ00000945,ALU00079,2026-09-01,89.03
FREQ00000946,ALU00079,2026-10-01,98.33
FREQ00000947,ALU00079,2026-11-01,97.62
FREQ00000948,ALU00079,2026-12-01,94.01
FREQ00000949,ALU00080,2026-01-01,97.54
FREQ00000950,ALU00080,2026-02-01,89.12
FREQ00000951,ALU00080,2026-03-01,98.31
FREQ00000952,ALU00080,2026-04-01,92.08
FREQ00000953,ALU00080,2026-05-01,91.65
FREQ00000954,ALU00080,2026-06-01,89.99
FREQ00000955,ALU00080,2026-07-01,89.62
FREQ00000956,ALU00080,2026-08-01,96.82
FREQ00000957,ALU00080,2026-09-01,98.15
FREQ00000958,ALU00080,2026-10-01,87.98
FREQ00000959,ALU00080,2026-11-01,94.29
FREQ00000960,ALU00080,2026-12-01,89.25
FREQ00000961,ALU00081,2026-01-01,88.46
FREQ00000962,ALU00081,2026-02-01,95.77
FREQ00000963,ALU00081,2026-03-01,97.81
FREQ00000964,ALU00081,2026-04-01,90.28
FREQ00000965,ALU00081,2026-05-01,87.95
FREQ00000966,ALU00081,2026-06-01,92.22
FREQ00000967,ALU00081,2026-07-01,87.45
FREQ00000968,ALU00081,2026-08-01,98.1
FREQ00000969,ALU00081,2026-09-01,96.92
FREQ00000970,ALU00081,2026-10-01,96.3
FREQ00000971,ALU00081,2026-11-01,90.87
FREQ00000972,ALU00081,2026-12-01,88.75
FREQ00000973,ALU00082,2026-01-01,92.76
FREQ00000974,ALU00082,2026-02-01,98.91
FREQ00000975,ALU00082,2026-03-01,95.85
FREQ00000976,ALU00082,2026-04-01,89.96
FREQ00000977,ALU00082,2026-05-01,92.21
FREQ00000978,ALU00082,2026-06-01,94.04
FREQ00000979,ALU00082,2026-07-01,96.33
FREQ00000980,ALU00082,2026-08-01,92.69
FREQ00000981,ALU00082,2026-09-01,91.91
FREQ00000982,ALU00082,2026-10-01,89.52
FREQ00000983,ALU00082,2026-11-01,89.55
FREQ00000984,ALU00082,2026-12-01,98.36
FREQ00000985,ALU00083,2026-01-01,87.48
FREQ00000986,ALU00083,2026-02-01,95.92
FREQ00000987,ALU00083,2026-03-01,94.3
FREQ00000988,ALU00083,2026-04-01,92.0
FREQ00000989,ALU00083,2026-05-01,90.67
FREQ00000990,ALU00083,2026-06-01,90.35
FREQ00000991,ALU00083,2026-07-01,93.99
FREQ00000992,ALU00083,2026-08-01,87.74
FREQ00000993,ALU00083,2026-09-01,95.21
FREQ00000994,ALU00083,2026-10-01,92.22
FREQ00000995,ALU00083,2026-11-01,91.79
FREQ00000996,ALU00083,2026-12-01,89.52
FREQ00000997,ALU00084,2026-01-01,98.79
FREQ00000998,ALU00084,2026-02-01,87.89
FREQ00000999,ALU00084,2026-03-01,93.16
FREQ00001000,ALU00084,2026-04-01,91.7
FREQ00001001,ALU00084,2026-05-01,95.81
FREQ00001002,ALU00084,2026-06-01,98.3
FREQ00001003,ALU00084,2026-07-01,91.42
FREQ00001004,ALU00084,2026-08-01,88.35
FREQ00001005,ALU00084,2026-09-01,95.41
FREQ00001006,ALU00084,2026-10-01,94.44
FREQ00001007,ALU00084,2026-11-01,92.13
FREQ00001008,ALU00084,2026-12-01,97.2
FREQ00001009,ALU00085,2026-01-01,87.73
FREQ00001010,ALU00085,2026-02-01,89.03
FREQ00001011,ALU00085,2026-03-01,92.6
FREQ00001012,ALU00085,2026-04-01,88.99
FREQ00001013,ALU00085,2026-05-01,94.87
FREQ00001014,ALU00085,2026-06-01,94.84
FREQ00001015,ALU00085,2026-07-01,92.61
FREQ00001016,ALU00085,2026-08-01,93.05
FREQ00001017,ALU00085,2026-09-01,95.24
FREQ00001018,ALU00085,2026-10-01,94.82
FREQ00001019,ALU00085,2026-11-01,97.94
FREQ00001020,ALU00085,2026-12-01,98.44
FREQ00001021,ALU00086,2026-01-01,96.62
FREQ00001022,ALU00086,2026-02-01,89.63
FREQ00001023,ALU00086,2026-03-01,97.77
FREQ00001024,ALU00086,2026-04-01,94.31
FREQ00001025,ALU00086,2026-05-01,90.41
FREQ00001026,ALU00086,2026-06-01,90.26
FREQ00001027,ALU00086,2026-07-01,94.57
FREQ00001028,ALU00086,2026-08-01,90.47
FREQ00001029,ALU00086,2026-09-01,92.0
FREQ00001030,ALU00086,2026-10-01,91.92
FREQ00001031,ALU00086,2026-11-01,97.12
FREQ00001032,ALU00086,2026-12-01,89.82
FREQ00001033,ALU00087,2026-01-01,93.78
FREQ00001034,ALU00087,2026-02-01,89.78
FREQ00001035,ALU00087,2026-03-01,89.19
FREQ00001036,ALU00087,2026-04-01,90.63
FREQ00001037,ALU00087,2026-05-01,90.44
FREQ00001038,ALU00087,2026-06-01,91.82
FREQ00001039,ALU00087,2026-07-01,98.0
FREQ00001040,ALU00087,2026-08-01,96.62
FREQ00001041,ALU00087,2026-09-01,97.3
FREQ00001042,ALU00087,2026-10-01,97.55
FREQ00001043,ALU00087,2026-11-01,94.7
FREQ00001044,ALU00087,2026-12-01,89.58
FREQ00001045,ALU00088,2026-01-01,88.28
FREQ00001046,ALU00088,2026-02-01,98.74
FREQ00001047,ALU00088,2026-03-01,91.83
FREQ00001048,ALU00088,2026-04-01,97.03
FREQ00001049,ALU00088,2026-05-01,97.78
FREQ00001050,ALU00088,2026-06-01,90.43
FREQ00001051,ALU00088,2026-07-01,96.85
FREQ00001052,ALU00088,2026-08-01,87.49
FREQ00001053,ALU00088,2026-09-01,89.24
FREQ00001054,ALU00088,2026-10-01,90.05
FREQ00001055,ALU00088,2026-11-01,96.86
FREQ00001056,ALU00088,2026-12-01,88.13
FREQ00001057,ALU00089,2026-01-01,87.25
FREQ00001058,ALU00089,2026-02-01,87.75
FREQ00001059,ALU00089,2026-03-01,98.15
FREQ00001060,ALU00089,2026-04-01,91.26
FREQ00001061,ALU00089,2026-05-01,89.08
FREQ00001062,ALU00089,2026-06-01,97.61
FREQ00001063,ALU00089,2026-07-01,87.71
FREQ00001064,ALU00089,2026-08-01,92.72
FREQ00001065,ALU00089,2026-09-01,87.53
FREQ00001066,ALU00089,2026-10-01,92.85
FREQ00001067,ALU00089,2026-11-01,90.59
FREQ00001068,ALU00089,2026-12-01,87.45
FREQ00001069,ALU00090,2026-01-01,91.47
FREQ00001070,ALU00090,2026-02-01,92.22
FREQ00001071,ALU00090,2026-03-01,88.49
FREQ00001072,ALU00090,2026-04-01,88.44
FREQ00001073,ALU00090,2026-05-01,88.09
FREQ00001074,ALU00090,2026-06-01,92.82
FREQ00001075,ALU00090,2026-07-01,91.14
FREQ00001076,ALU00090,2026-08-01,88.9
FREQ00001077,ALU00090,2026-09-01,96.46
FREQ00001078,ALU00090,2026-10-01,98.18
FREQ00001079,ALU00090,2026-11-01,97.47
FREQ00001080,ALU00090,2026-12-01,88.21
FREQ00001081,ALU00091,2026-01-01,98.22
FREQ00001082,ALU00091,2026-02-01,87.91
FREQ00001083,ALU00091,2026-03-01,98.16
FREQ00001084,ALU00091,2026-04-01,95.76
FREQ00001085,ALU00091,2026-05-01,98.71
FREQ00001086,ALU00091,2026-06-01,97.74
FREQ00001087,ALU00091,2026-07-01,90.45
FREQ00001088,ALU00091,2026-08-01,92.13
FREQ00001089,ALU00091,2026-09-01,88.0
FREQ00001090,ALU00091,2026-10-01,92.9
FREQ00001091,ALU00091,2026-11-01,96.62
FREQ00001092,ALU00091,2026-12-01,94.44
FREQ00001093,ALU00092,2026-01-01,88.69
FREQ00001094,ALU00092,2026-02-01,89.15
FREQ00001095,ALU00092,2026-03-01,94.22
FREQ00001096,ALU00092,2026-04-01,94.49
FREQ00001097,ALU00092,2026-05-01,96.95
FREQ00001098,ALU00092,2026-06-01,89.25
FREQ00001099,ALU00092,2026-07-01,95.54
FREQ00001100,ALU00092,2026-08-01,94.99
FREQ00001101,ALU00092,2026-09-01,90.44
FREQ00001102,ALU00092,2026-10-01,89.08
FREQ00001103,ALU00092,2026-11-01,93.15
FREQ00001104,ALU00092,2026-12-01,90.1
FREQ00001105,ALU00093,2026-01-01,98.26
FREQ00001106,ALU00093,2026-02-01,95.83
FREQ00001107,ALU00093,2026-03-01,87.43
FREQ00001108,ALU00093,2026-04-01,89.43
FREQ00001109,ALU00093,2026-05-01,94.96
FREQ00001110,ALU00093,2026-06-01,89.06
FREQ00001111,ALU00093,2026-07-01,94.73
FREQ00001112,ALU00093,2026-08-01,96.52
FREQ00001113,ALU00093,2026-09-01,96.46
FREQ00001114,ALU00093,2026-10-01,95.96
FREQ00001115,ALU00093,2026-11-01,89.31
